Country,Year,Production,Unit,Commodity,Source,iso3
Azerbaijan,1987,12.20625,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1987,4.4740057515526805,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1987,500.54727138643057,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1987,83.37881022615535,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1987,37.66715830875122,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1987,5.250945,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1987,11.391766947819491,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1987,3.5625,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1987,0.04283857320884189,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1987,4.541,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1987,2.1686925,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1987,5.806350000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1987,25.46,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1987,0.373425,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1987,16.467750000000002,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1987,43.10078000000001,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1987,6.0445,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1987,4.75,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1987,2.89655,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1987,14.9394590853119,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1987,3.4155926054249997,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1987,8.38305,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1987,13.999262536873152,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1987,6.957700749999999,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1987,36.44865,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1987,16.284326000000007,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1987,1.169175,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1987,8.458549999999999,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1987,5.230878996231601,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1987,0.035705,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1988,94.526862,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1988,25.39322862617054,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1988,464.18756906876945,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1988,17.466100000000004,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1988,2.9098260000000002,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1988,3.3697564778761055,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1988,3.6710750000000005,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1988,0.5284125000000001,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1988,5.259425,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1988,21.12108,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1988,2.49730875,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1988,14.638425000000002,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1988,15.664075,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1988,57.91666666666667,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1988,28.117098225,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1988,4.3505,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1988,30.559088900000006,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1988,30.66371681415929,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1988,44.023039000000004,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1988,11.620349999999998,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1988,5.057448428391195,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1988,542.3898230088495,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1988,83.56809242871188,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1988,37.76179941002949,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1988,5.577748,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1988,12.367467661554175,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1988,5.32,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1988,0.03931796273810269,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1988,6.498,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1988,2.18235875,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1988,6.065100000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1988,27.645,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1988,0.8833500000000001,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1988,16.926,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1988,45.05810900000001,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1988,6.660500000000001,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1988,5.225,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1988,3.4822250000000006,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1988,15.299338994711999,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1988,4.0201077984374995,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1988,8.709675,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1988,14.372173058013766,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1988,8.1504885,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1988,39.8083,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1988,16.811165000000003,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1988,1.0218000000000003,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1988,8.9679,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1988,6.199859875590682,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1988,0.02702,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1989,100.42693275000002,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1989,24.376479232539314,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1989,470.74679855171524,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1989,18.467775000000007,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1989,3.069157,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1989,3.4549127787610607,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1989,3.71025,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1989,0.44804374999999996,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1989,5.269475,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1989,21.687180000000005,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1989,3.2025600000000005,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1989,15.320250000000001,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1989,16.011275,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1989,63.30555555555556,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1989,28.5221980175,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1989,4.028375,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1989,27.394526300000003,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1989,29.149459193706974,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1989,43.11124700000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1989,10.83915,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1989,4.756865566933686,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1989,566.2998525073745,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1989,85.0823500491642,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1989,38.89749262536872,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1989,5.802207000000001,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1989,15.616835250000003,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1989,6.1274999999999995,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1989,0.03609297604734922,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1989,7.752,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1989,2.2648275,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1989,6.417000000000002,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1989,28.310000000000002,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,1989,1.4459250000000001,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,1989,19.8705,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1989,48.58316200000001,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1989,7.44975,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,1989,6.459999999999999,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,1989,4.0318,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,1989,17.707563971497702,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1989,4.24986717973125,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,1989,8.53515,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,1989,15.16737954768928,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,1989,9.690459625,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1989,41.8789,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,1989,18.195135000000004,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,1989,1.0709250000000003,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,1989,9.560749999999999,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,1989,6.1936174617957,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1989,0.031845,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1990,103.4477865,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1990,26.386139684127386,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1990,483.3779272192819,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1990,17.349400000000003,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,1990,3.136611,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,1990,3.1455135797433624,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,1990,3.9246000000000003,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,1990,0.42879375,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1990,5.463375,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1990,24.381705000000004,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,1990,3.2703225000000002,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,1990,15.024625,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,1990,16.3166,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,1990,63.41666666666667,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,1990,25.288355117500004,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1990,2.7655250000000002,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,1990,26.645274999999998,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,1990,26.594149459193705,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1990,47.603916000000005,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1990,9.667349999999999,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,1990,5.042915530608461,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1990,599.5899705014749,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1990,79.242625,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1990,36.806,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,1990,6.076675,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,1990,24.718037250000002,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1990,3.781,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1990,0.031228621122129412,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1990,3.9805000000000006,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1990,2.4476725000000004,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1990,6.520500000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1990,31.844000000000005,billion cubic metres,gas,Energy Institute Statistical Review,SAU
